word	pinyin	definition	pos	sentence	translation
毎日	mei3, ri4	every day	Noun	私たちは毎日散歩をします。	We go for a walk every day.
帰国	gui1, guo2	return to one's country	Verbal Noun	彼は帰国しました。	He returned to his country.
雨	yu3, yu4	rain	Noun	雨が降っています。	It's raining.
経つ	jing1, jing4	pass, elapse	Verb	あれから14年が経ちました。	Fourteen years have passed since then.
花	hua1	flower	Noun	きれいな花が咲きました。	Beautiful flowers have bloomed.
出席	chu1, xi2	attendance, presence	Verbal Noun	午後は会議に出席します。	I'll attend a meeting in the afternoon.
外国人	wai4, guo2, ren2	foreigner	Noun	日本に住む外国人が増えています。	The number of foreigners living in Japan is increasing.
道路	dao4, lu4	road, street	Noun	この道路は3年前にできました。	This road was completed three years ago.
地球	di4, de5, qiu2	the Earth	Noun	地球は丸い。	The earth is round.
英語	ying1, yu3, yu4	English	Noun	あなたは英語が話せますか。	Can you speak English?
危険	wei1, wei2, xian3	danger, dangerous	Adjectival Noun	その地域は今、危険だ。	That region is dangerous right now.
普通	pu3, tong1, tong4	normal, regular	Adjectival Noun	彼女は普通の女の子だ。	She's just a normal girl.
説明	shuo1, shui4, yue4, ming2	explanation, description	Verbal Noun	この単語の意味を説明してください。	Please tell me the meaning of this word.
半分	ban4, fen1, fen4	half	Noun	お菓子を友達に半分あげた。	I gave half the sweets to a friend.
注意	zhu4, yi4	attention, care, watch out	Verbal Noun	車に注意してください。	Please watch out for traffic.
安全	an1, quan2	safety, security	Adjectival Noun	安全が第一です。	Safety comes first.
手紙	shou3, zhi3	letter	Noun	友人から手紙をもらいました。	I got a letter from a friend.
努力	nu3, nao2, li4	endeavor, effort	Verbal Noun	もっと努力しよう。	Let's try harder.
手術	shou3, shu4, zhu2	surgical operation	Verbal Noun	父は胸の手術をした。	My father had a chest operation.
準備	zhun3, bei4	provide for, prepare for	Verbal Noun	明日の会議の準備をした。	I prepared for tomorrow's meeting.
守る	shou3	protect, observe	Verb	彼は約束を守る人です。	He's one to keep his promises.
驚く	jing1	be surprised, be startled	Verb	彼は血を見て驚いた。	He was surprised to see blood.
地震	di4, de5, zhen4	earthquake	Noun	日本は地震が多いです。	Earthquakes are frequent in Japan.
話し合う	hua4, he2	discuss, talk over	Verb	私たちはよく話し合いました。	We often talked to each other.
木	mu4	tree, wood	Noun	台風で木が倒れた。	The tree fell because of the typhoon.
許す	xu3, hu3	permit, license, forgive	Verb	私は彼を許しました。	I forgave him.
雪	xue3, xue4	snow, snowfall	Noun	クリスマスに雪が降りました。	It snowed at Christmas.
動物	dong4, wu4	animal	Noun	私は動物が大好きです。	I love animals.
合う	he2	fit	Verb	この靴は私の足に合っている。	These shoes fit me.
平和	ping2, he2, he4, huo2, huo4, huo5, hai1, he5	peace, harmony	Adjectival Noun	この国は平和です。	This country is peaceful.
非常に	fei1, chang2	very, extremely	Adverb	これは非常に重要です。	This is very important.
遅れる	chi2	be late	Verb	今朝彼女は学校に遅れました。	She was late for school this morning.
もし		if, in case of	Adverb	もし雨が降ったら、行きません。	I won't go if it rains.
卒業	zu2, cu4, ye4	graduation	Verbal Noun	私は去年、大学を卒業した。	I graduated from university last year.
移る	yi2	move, shift	Verb	彼女は新しい会社に移った。	She moved to a new company.
農業	nong2, ye4	agriculture	Noun	私は農業を勉強しています。	I'm studying agriculture.
空港	kong1, kong4, gang3	airport	Noun	空港までリムジンバスで行った。	I went to the airport by shuttle bus.
珍しい	zhen1	rare, precious	Adjective	昨日珍しい果物を食べました。	I ate some unusual fruit yesterday.
急ぐ	ji2	hurry, hasten	Verb	私たちは駅へ急ぎました。	We hurried to the station.
つもり		intention, purpose	Noun	明日からタバコを止めるつもりです。	I'll stop smoking as of tomorrow.
必ず	bi4	without fail, certainly	Adverb	必ずシートベルトを着けて下さい。	Always wear your seat belt.
数字	shu4, shu3, shuo4, zi4	figure, numeral	Noun	数字は苦手です。	I'm not good with numbers.
やっと		at last, finally	Adverb	やっと仕事が終わりました。	Finally, I finished my work.
旅行	lu:3, xing2, hang2, hang4, xing4	travel, trip	Verbal Noun	彼女は旅行が好きです。	She likes traveling.
音楽	yin1, le4, yue4	music	Noun	私は音楽を聞くのが好きだ。	I like to listen to music.
川	chuan1	river, stream	Noun	小さな川を渡りました。	I crossed a stream.
例えば	li4	for example	Adverb	例えば、このソフトで日本語を勉強することができます。	You can use this software to study Japanese, for example.
小学校	xiao3, xue2, xiao4, jiao4	elementary school	Noun	家の近くに小学校があります。	There's an elementary school near my house.
壁	bi4	wall, partition	Noun	壁に絵が掛かっている。	There's a painting on the wall.
流れる	liu2	flow, pass, drift away	Verb	ラジオから美しい音楽が流れています。	Beautiful music is coming from the radio.
夢	meng4	dream	Noun	昨夜恐ろしい夢を見た。	I had a terrible dream last night.
逃げる	tao2	escape, run away	Verb	鳥が窓から逃げたよ。	The bird flew out of the window.
過ぎる	guo4, guo1	pass by, exceed	Verb	時が過ぎるのは速い。	Time passes quickly.
首都	shou3, du1, dou1	capital	Noun	東京は日本の首都です。	Tokyo is the capital of Japan.
教師	jiao4, jiao1, shi1	teacher, instructor	Noun	彼は高校教師だ。	He's a high school teacher.
相談	xiang1, xiang4, tan2	consultation, advice	Verbal Noun	相談したいことがあります。	I'd like to get your advice on something.
用意	yong4, yi4	prepare, ready oneself	Verbal Noun	食事の用意ができました。	The meal is ready.
ニュース		news	Noun	夜のニュースを見ましたか。	Did you see the evening news?
法律	fa3, fa4, lu:4	law	Noun	新しい法律ができた。	A new law has been passed.
大変	da4, dai4, bian4	awful, serious	Adjectival Noun	大変なことが起こりました。	A terrible thing happened.
戦争	zhan4, zheng1	war, battle	Verbal Noun	2003年にイラクで戦争があった。	There was a war in Iraq in 2003.
ずっと		all day, from start to finish	Adverb	父は休みの日はずっとテレビを見ている。	My father spends his days off watching television all the time.
自然	zi4, ran2	natural, naturally	Adjectival Noun	親が子供を守るのは自然なことだ。	It's natural that parents protect their children.
島	dao3	island, isle	Noun	日本は島国です。	Japan is an island nation.
窓	chuang1	window, windowpane	Noun	窓を開けてください。	Please open the window.
考え	kao3	thought, view, idea	Noun	それは良い考えです。	That's a good idea.
ビデオ		video	Noun	私はその番組をビデオに撮った。	I recorded that program on video.
マンション		apartment, apartment block, condominium	Noun	彼はマンションに住んでいます。	He lives in an apartment.
健康	jian4, kang1	healthy	Adjectival Noun	私は健康な生活を送っています。	I'm living a healthy lifestyle.
通り	tong1, tong4	passage, street	Noun	この通りはにぎやかですね。	This street is lively, isn't it?
喜ぶ	xi3	be happy, be delighted	Verb	彼女はとても喜びました。	She was very pleased.
入院	ru4, yuan4	be hospitalized	Verbal Noun	昨日、母が入院しました。	My mother was hospitalized yesterday.
増やす	zeng1	increase, add	Verb	あの町は緑を増やしています。	That town is increasing its greenery.
育てる	yu4	bring up, breed	Verb	彼女は三人の子を育てました。	She raised three children.
温度	wen1, du4, duo2, duo4	temperature	Noun	今、部屋の温度は25度だ。	This room's temperature is currently 25 degrees.
雑誌	za2, zhi4	magazine, journal	Noun	この雑誌はよく売れています。	This magazine sells well.
私たち	si1	we	Noun	私たちは来月結婚します。	We will get married next month.
食事	shi2, si4, shi4	meal, dinner	Verbal Noun	今日は上司と食事をする。	I'm eating with the boss today.
風	feng1	wind	Noun	今日は風が強いです。	The wind is strong today.
早く	zao3	early, soon	Adverb	なるべく早く来て下さい。	Please come as early as possible.
明るい	ming2	bright, cheerful	Adjective	彼女は明るい性格です。	She has a cheerful personality.
運転	yun4, zhuan3, zhuai3, zhuan4	drive	Verbal Noun	父は安全運転だ。	My father drives safely.
しばらく		awhile, long time, for the time being	Adverb	そこでしばらく休んでいます。	He's resting over there for a while.
高さ	gao1	height	Noun	富士山の高さは3,776メートルです。	The height of Mt. Fuji is 3,776m.
借りる	jie4	borrow	Verb	彼にビデオを借りました。	I borrowed a video from him.
放送	fang4, song4	broadcasting	Verbal Noun	その番組は来週放送されます。	The program will be broadcast next week.
就職	jiu4, zhi2	finding employment	Verbal Noun	最近、若い人たちの就職が難しくなっています。	It's been hard for young people to find jobs recently.
大きさ	da4, dai4	size, dimensions	Noun	この大きさの封筒が欲しいのですが。	I'd like an envelope of this size.
